,ds,matched_count,unsuccess_count,rev_count,unmatch_count,total_count,Channel
0,2021-10-01,94.87712390153267,28.310418134378818,0.0,9.101029742272392,132.691397165296,4
1,2021-10-02,88.1301376578906,3.3937395757332354,0.0,9.96959050134765,102.15420072935787,4
2,2021-10-03,53.95144479449705,2.9331647358757804,0.0,6.91850410595711,64.42295644258223,4
3,2021-10-04,102.30670616139348,4.938731801570109,0.0,15.105808360968144,122.97204402285269,4
4,2021-10-05,102.58696363253695,5.206436283238899,0.0,8.774869851366056,117.1744027307405,4
5,2021-10-06,99.71275945277249,6.484886469461802,0.0,6.043289619582266,112.81554598621365,4
6,2021-10-07,94.74620870590823,4.869521325581866,0.0,10.16035648043036,110.36268263039523,4
7,2021-10-08,97.48870197799391,28.37102742958528,0.0,8.90513374970131,135.06651589271587,4
8,2021-10-09,90.74171838592082,3.454348860326818,0.0,9.773694509771312,104.53000770713693,4
9,2021-10-10,56.56302817410059,2.9937740098159518,0.0,6.722608115387725,66.79945167069701,4
10,2021-10-11,104.91829219247823,4.99934106487823,0.0,14.909912371395531,125.34922750122195,4
11,2021-10-12,105.19855231535439,5.267045535922906,0.0,8.578973862804236,119.55227445963779,4
12,2021-10-13,102.32435105759802,6.54549569045946,0.0,5.847393634888654,115.19410601332568,4
13,2021-10-14,97.35780323285493,4.930130514747149,0.0,9.964460499619655,112.74193095570541,4
14,2021-10-15,100.10029677546652,28.431636597660294,0.0,8.7092377717846,137.44576426597231,4
15,2021-10-16,93.35331345393891,3.5149580072518303,0.0,9.577798534747142,106.90925612829871,4
16,2021-10-17,59.174623512706226,3.0543831356832687,0.0,6.526712143251669,69.17870013989304,4
17,2021-10-18,107.52988780160335,5.059950169607722,0.0,14.71401640213903,127.72847601829636,4
18,2021-10-19,107.81016729562607,5.327654631189229,0.0,8.38307789027097,121.93152304367464,4
19,2021-10-20,104.93598513862489,6.60610479725875,0.0,5.651497656192279,117.5733546164279,4
20,2021-10-21,99.96945641454549,4.990739633202155,0.0,9.768564514748213,115.1211795778909,4
21,2021-10-22,102.7119690578619,28.492245727729717,0.0,8.513341780744831,139.8250129072481,4
22,2021-10-23,95.96500483695462,3.575567148931589,0.0,9.38190253753105,109.28850478856822,4
23,2021-10-24,61.78686104752733,3.1149922861839157,0.0,6.330816136930514,71.55794882732886,4
24,2021-10-25,110.14267148828019,5.120559328993316,0.0,14.518120386705526,130.10772473300486,4
25,2021-10-26,110.42347803344444,5.388263787789469,0.0,8.187181871898542,124.31077176650597,4
26,2021-10-27,107.54982292754732,6.666713951140941,0.0,5.455601634873943,119.95260334740419,4
27,2021-10-28,102.583821254572,5.051348784366716,0.0,9.572668490478653,117.50042831700716,4
28,2021-10-29,105.32686094896516,28.552854876131445,0.0,8.317445753519593,142.20426165442788,4
29,2021-10-30,98.58042393146337,3.636176271785465,0.0,9.186006500186672,111.6677535501167,4
30,2021-10-31,64.40228029409758,3.175601386147447,0.0,6.134920092392488,73.93719759478068,4
31,2021-11-01,112.75809088698819,5.181168406133154,0.0,14.322224334967895,132.4869735064962,4
32,2021-11-02,113.03889758426618,5.448872842034873,0.0,7.991285812970251,126.69002054595197,4
33,2021-11-03,110.16524263053873,6.727322982502489,0.0,5.259705568771439,122.33185213288768,4
34,2021-11-04,105.1992411181504,5.111957789021182,0.0,9.376772416572358,119.87967709098153,4
35,2021-11-05,107.94228097319196,28.61346385420341,0.0,8.121549671835036,144.58351041710335,4
36,2021-11-06,101.1958439640525,3.6967852460659607,0.0,8.99011041788432,114.04700229523377,4
37,2021-11-07,67.01770033513786,3.236210356685334,0.0,5.939024009481612,76.3164463224858,4
38,2021-11-08,115.37351093647855,5.241777372823392,0.0,14.12632825145469,134.8662222166908,4
39,2021-11-09,115.65431764214726,5.5094818049600995,0.0,7.7953897288374145,129.06926923864083,4
40,2021-11-10,112.78066269437005,6.787931754308248,0.0,5.063809492921573,124.71110079134078,4
41,2021-11-11,107.81466117939136,5.172566373484799,0.0,9.180876349613373,122.25892573255514,4
42,2021-11-12,110.55770103189646,28.674072251274954,0.0,7.925653613765746,146.96275904180072,4
43,2021-11-13,103.81126402028646,3.7573934557499395,0.0,8.794214368721331,116.42625090314199,4
44,2021-11-14,69.63312038888522,3.2968183789896464,0.0,5.743127969207643,78.6956949135793,4
45,2021-11-15,117.98893098726256,5.3023851383397655,0.0,13.930432224124164,137.24547076562115,4
46,2021-11-16,118.26973769017395,5.570089313654343,0.0,7.599493714448132,131.44851774557833,4
47,2021-11-17,115.39608274197361,6.848539193564166,0.0,4.867913482570053,127.09034927293719,4
