,ds,matched_count,unsuccess_count,rev_count,unmatch_count,total_count
0,2022-01-01,64.98586973665387,6.429288016299614,1.9374767813033518,7.38445309273516,80.86511079872517
1,2022-01-02,67.19484084752945,12.209259923105892,0.9405408846415567,9.582959621436308,90.05320080644029
2,2022-01-03,56.82419357157214,6.030681348396738,2.935623816516765,8.580641221946282,74.46692497412509
3,2022-01-04,50.72620839677245,12.052357966295665,1.3056220572098975,8.586749234554215,72.76346735754124
4,2022-01-05,72.9368921379158,7.074172214376383,2.0544804618646926,8.334303204199683,90.49257956478226
5,2022-01-06,66.44803926297534,13.186386304450124,3.868779997426202,12.057868798157402,95.66532739062237
6,2022-01-07,71.22122724265157,11.554583100638002,2.8037088503335372,12.8305290260341,98.47898145035833
7,2022-01-08,63.21878447470757,6.220626999551066,2.071672654190872,6.983692031050354,78.53934008955245
8,2022-01-09,65.42676342541829,12.000598801609643,1.0747367573917155,9.182198559753889,87.72743009820252
9,2022-01-10,55.056116156401394,5.822020126240094,3.0698196891370455,8.179880160309132,72.14115426555382
10,2022-01-11,48.95813098956094,11.843696656065797,1.4398179299017293,8.185988173001176,70.43769664747167
11,2022-01-12,71.16881473833139,6.865510829173457,2.1886763345897977,7.933542142736784,88.16680885632053
12,2022-01-13,64.67996187046131,12.977724831640856,4.002975870183692,11.657107736739635,93.33955668323225
13,2022-01-14,69.45314985928142,11.345921581968861,2.93790472292856,12.429767964678682,96.15321074392978
14,2022-01-15,61.45070709659557,6.011965459728789,2.205868526685184,6.582930969733004,76.21356938496076
15,2022-01-16,63.65868604920294,11.791937301056688,1.2089326297895657,8.78143749839656,85.40165939454363
16,2022-01-17,53.28803878160409,5.613358654092096,3.204015561492772,7.779119098842446,69.81538356203717
17,2022-01-18,47.19005361256832,11.635035193938286,1.57401380212235,7.78522711135783,68.11192594420113
18,2022-01-19,69.4007373618871,6.656849335385518,2.3228722067778484,7.532781080857653,85.84103815305023
19,2022-01-20,62.91188449645264,12.769063343534159,4.137171742191937,11.256346674709787,91.01378598226967
20,2022-01-21,67.68507248655564,11.13726008545899,3.072100594935725,12.029006902424221,93.8274400447668
21,2022-01-22,59.68262972552104,5.803303965555274,2.3400643985653824,6.182169907359143,73.88779868634586
22,2022-01-23,61.89060867871198,11.583275786588446,1.343128501546639,8.380676435969685,83.07588869670792
23,2022-01-24,51.51996140940793,5.404697168705266,3.3382114332432407,7.378358036383643,67.48961286560834
24,2022-01-25,45.421976239032375,11.426373762971576,1.708209673956231,7.384466048934121,65.78615524908733
25,2022-01-26,67.63265998639451,6.448187983626511,2.4570680786410914,7.132020018529854,83.51526745766968
26,2022-01-28,65.9169951044595,10.92859884198688,3.2062964669770437,11.62824584022504,91.50166934634153
27,2022-01-29,57.914552340524054,5.5946427595289085,2.474260270766079,5.781408845202111,71.56202798760187
28,2022-01-30,60.12253129270989,11.374614610468587,1.4773243739425657,7.979915373822841,80.75011799718446
29,2022-01-31,49.75188402257632,5.196036001680359,3.4724073057432063,6.9775969742729345,65.16384216538648
30,2022-02-01,43.65389885222913,11.217712595954634,1.8424055464531897,6.983704986826995,63.460384548902425
31,2022-02-02,65.86458259955829,6.239526816589037,2.5912639511463627,6.731258956414162,81.18949675743099
32,2022-02-03,59.37572973160397,12.351740887002869,4.405563486695581,10.454824550315406,86.36224458528528
33,2022-02-04,64.14891771765393,10.71993767495194,3.3404923394861985,11.227484778120044,89.17589864615064
34,2022-02-05,56.1464749537334,5.385981592476543,2.6084561432679108,5.380647783084864,69.23625728738881
35,2022-02-06,58.354453905861476,11.165953443448691,1.6115202464440919,7.579154311712622,78.4243472969529
36,2022-02-07,47.98380663574473,4.9873748346554505,3.6066031782431716,6.5768359121622275,62.838071465164646
37,2022-02-08,41.88582146539564,11.009051428927732,1.9766014189540901,6.582943924712648,61.13461384867399
38,2022-02-09,64.09650521275286,6.030865649591303,2.7254598236422827,6.330497894315706,78.86372605727075
39,2022-02-10,57.60765234477979,12.143079719994613,4.539759359189084,10.054063488200686,84.0364738850771
40,2022-02-11,62.380840330793106,10.511276507958451,3.47468821198128,10.826723716013866,86.85012794593072
41,2022-02-12,54.378397566875904,5.177320425468701,2.7426520157664425,4.979886720973897,66.9104865871565
42,2022-02-13,56.586376519013065,10.957292276428792,1.7457161189456178,7.1783932496024,76.09857659672134
43,2022-02-14,46.21572924891313,4.7787136676305435,3.740799050743137,6.176074850051517,60.51230076494282
44,2022-02-15,40.11774407852402,10.800390261903805,2.110797291458165,6.182182862605174,58.80884314842044
